iter	R2	RMSE
0	0.2821528021	0.2139188863
1	0.47711108	0.1825735431
2	0.6131271451	0.1570425192
3	0.7096323554	0.136052722
4	0.776548468	0.1193506511
5	0.8275264938	0.1048562496
6	0.8637305113	0.09320354636
7	0.8898729927	0.08378765637
8	0.9096012413	0.07591268593
9	0.923236617	0.06995361736
10	0.9331648361	0.0652733095
11	0.9413211691	0.06116089759
12	0.9472171934	0.05800686088
13	0.9518983308	0.05537493099
14	0.9552542184	0.05340835154
15	0.9580039605	0.05174129475
16	0.9601727485	0.05038755586
17	0.9622974372	0.04902510815
18	0.9637682355	0.0480593471
19	0.9650841327	0.04717854486
20	0.9666849082	0.04608436753
21	0.9681191251	0.04508148771
22	0.9688078952	0.04459184735
23	0.9693649458	0.04419187727
24	0.9699463539	0.04377052024
25	0.9703939578	0.04344334938
26	0.9711565328	0.04288020538
27	0.9721034528	0.04217046123
28	0.9725729529	0.04181409008
29	0.9729470256	0.04152796355
30	0.973685373	0.04095733906
31	0.9740696224	0.04065720737
32	0.9743647611	0.04042516568
33	0.9750605872	0.03987275426
34	0.9756902351	0.03936620079
35	0.9757717448	0.03930014874
36	0.9761867632	0.03896209845
37	0.9766769737	0.03855898337
38	0.9772343493	0.03809545439
39	0.9776296448	0.03776326744
40	0.9780066812	0.03744367862
41	0.978350934	0.03714947722
42	0.9786552549	0.03688744801
43	0.9788873139	0.03668638079
44	0.9791899244	0.03642251687
45	0.9794159764	0.03622415473
46	0.9796972176	0.0359758368
47	0.9800172343	0.03569118126
48	0.9802746293	0.03546056992
49	0.9803913809	0.03535547117
50	0.9805340988	0.03522657189
51	0.9812889779	0.03453678283
52	0.9815470257	0.03429780388
53	0.9820381375	0.03383832118
54	0.9823013819	0.03358944309
55	0.9826496977	0.03325727392
56	0.9828446684	0.03306988486
57	0.9830961303	0.03282662189
58	0.9833716796	0.0325579698
59	0.9836117039	0.03232213391
60	0.9839392348	0.03199751426
61	0.9840671008	0.03186988736
62	0.98430208	0.03163400505
63	0.9845229018	0.03141072009
64	0.9847083824	0.03122193664
65	0.9848537425	0.0310731865
66	0.9850381236	0.0308834746
67	0.9852860982	0.03062647765
68	0.985785911	0.03010181204
69	0.9859097383	0.0299704079
70	0.9859840298	0.02989129338
71	0.9861263221	0.02973917582
72	0.986574455	0.02925493158
73	0.9867058014	0.02911147471
74	0.986957148	0.02883496365
75	0.9871551719	0.02861523212
76	0.9872801007	0.02847573623
77	0.9874635132	0.02826969011
78	0.9880033467	0.02765433234
79	0.9882406393	0.0273794664
80	0.988332775	0.02727199513
81	0.9886344752	0.02691707541
82	0.9888460608	0.0266653483
83	0.9891972124	0.02624224846
84	0.9893600874	0.02604366824
85	0.9895118658	0.02585724449
86	0.9895713453	0.0257838205
87	0.9896688372	0.02566301796
88	0.9897226069	0.02559614774
89	0.9898657939	0.02541721659
90	0.9900039502	0.02524336979
91	0.9900859801	0.02513957992
92	0.9902276874	0.0249592654
93	0.9903066579	0.02485821244
94	0.9904665166	0.02465238439
95	0.9906678812	0.0243906432
96	0.9906981846	0.02435101014
97	0.9908995193	0.0240860337
98	0.9910032671	0.02394834681
99	0.991107655	0.02380900661
100	0.9911471417	0.02375608556
101	0.9912358859	0.02363671598
102	0.991285542	0.02356965983
103	0.9913897629	0.02342829477
104	0.9914318794	0.02337092542
105	0.9916372922	0.02308907775
106	0.9917006226	0.0230014853
107	0.9918758122	0.02275742402
108	0.9919127988	0.02270556158
109	0.9919517457	0.02265082208
110	0.9920208038	0.02255343492
111	0.9920645943	0.02249146223
112	0.992173417	0.02233671079
113	0.9923427308	0.02209378294
114	0.992403155	0.02200643825
115	0.9924723419	0.0219059992
116	0.9925957734	0.0217256598
117	0.992751606	0.0214958201
118	0.9927907748	0.02143766204
119	0.9928735828	0.02131418581
120	0.9929489632	0.02120115954
121	0.9929857116	0.02114583962
122	0.9930878336	0.02099134262
123	0.9931039753	0.02096681814
124	0.9932079226	0.02080819642
125	0.9932843129	0.02069085084
126	0.9933351644	0.02061236593
127	0.9933775375	0.02054673775
128	0.9934433238	0.02044442926
129	0.9934518817	0.02043108269
130	0.9935453345	0.02028476569
131	0.9935747988	0.02023841474
132	0.9936238813	0.02016096519
133	0.9936376224	0.02013922924
134	0.9937034633	0.0200347531
135	0.9937988803	0.01988237132
136	0.9938653391	0.01977554237
137	0.9938811139	0.01975010038
138	0.993905613	0.01971052256
139	0.9939800152	0.01958983692
140	0.9940139506	0.01953454374
141	0.9940293821	0.01950934841
142	0.994088273	0.01941289522
143	0.9941630873	0.01928966673
144	0.9941965763	0.01923425024
145	0.994273886	0.01910570724
146	0.9942925663	0.01907451758
147	0.9943082123	0.01904835476
148	0.9943768857	0.01893309356
149	0.9944169268	0.01886556373
150	0.9944897434	0.0187421339
151	0.9945022719	0.01872081514
152	0.9945362756	0.01866283076
153	0.9946237272	0.01851287093
154	0.9946515191	0.018464959
155	0.9947330916	0.0183236087
156	0.9947474969	0.01829853341
157	0.9947628344	0.01827179768
158	0.9947714419	0.01825677632
159	0.9948235293	0.01816561074
160	0.994837832	0.01814049747
161	0.9948460397	0.01812607029
162	0.9948727042	0.0180791209
163	0.9949284818	0.0179805146
164	0.994935815	0.01796751045
165	0.995028019	0.01780319109
166	0.9950342886	0.01779196286
167	0.9950674633	0.01773243129
168	0.995126918	0.01762523769
169	0.9951852387	0.01751945155
170	0.9951988539	0.01749466308
171	0.9952234799	0.01744973881
172	0.9952502641	0.01740074543
173	0.995265529	0.01737276132
174	0.9953075945	0.01729541111
175	0.99533148	0.01725133602
176	0.9953431529	0.01722975538
177	0.9953566268	0.01720481151
178	0.9954332228	0.01706231816
179	0.9954704456	0.01699264022
180	0.995505279	0.01692717536
181	0.9955306768	0.01687928334
182	0.9955544675	0.01683429828
183	0.9955689033	0.01680694343
184	0.9956355466	0.01668007705
185	0.9956637896	0.01662601987
186	0.9956939022	0.01656819002
187	0.9957412829	0.01647678665
188	0.9957584144	0.01644361282
189	0.9957808528	0.01640006107
190	0.9958131792	0.01633711286
191	0.9958297153	0.01630481889
192	0.9958429214	0.01627898199
193	0.9958593453	0.0162467924
194	0.9958748162	0.01621641229
195	0.9958897127	0.01618710602
196	0.9959211386	0.01612510673
197	0.9959311224	0.01610536003
198	0.9959434694	0.01608090567
199	0.9959518885	0.01606420942
200	0.9959798239	0.01600868519
201	0.9960337256	0.01590100246
202	0.9960369469	0.01589454383
203	0.9960973877	0.01577287377
204	0.9961129353	0.01574142378
205	0.9961353658	0.0156959397
206	0.9961556101	0.01565477525
207	0.9961914857	0.01558155938
208	0.996206289	0.01555124788
209	0.9962751931	0.01540937435
210	0.9962927452	0.01537302538
211	0.9963013605	0.01535515215
212	0.9963338437	0.01528757547
213	0.9963681799	0.01521581744
214	0.9963803734	0.01519025315
215	0.9963886316	0.01517291482
216	0.9964032681	0.01514213651
217	0.9964188315	0.01510934028
218	0.9964477378	0.01504823734
219	0.9964749661	0.01499045346
220	0.9965205314	0.01489325365
221	0.996531747	0.01486923107
222	0.9965420824	0.01484705927
223	0.9965529868	0.01482363105
224	0.9965765036	0.01477297829
225	0.9965989598	0.01472444737
226	0.9966136462	0.01469262153
227	0.9966413643	0.01463236671
228	0.9966646857	0.01458147668
229	0.9966751906	0.01455849558
230	0.9966878959	0.01453065233
231	0.9966925279	0.01452048828
232	0.9967041144	0.01449503234
233	0.9967324529	0.01443258255
234	0.9967400988	0.0144156869
235	0.9967756179	0.01433693699
236	0.9967962743	0.01429093973
237	0.9968043655	0.01427288201
238	0.9968351938	0.01420386993
239	0.9968824254	0.01409748201
240	0.9968931227	0.01407327505
241	0.9969159563	0.01402146469
242	0.996933537	0.01398144264
243	0.9969457146	0.01395365347
244	0.9969609923	0.01391871125
245	0.9969817267	0.01387114808
246	0.9969881105	0.01385647123
247	0.9970053091	0.01381685266
248	0.9970314045	0.0137565216
249	0.9970439687	0.01372737949
250	0.9970576894	0.01369548399
251	0.9970582313	0.01369422261
252	0.9970794995	0.01364463019
253	0.9970849782	0.01363182577
254	0.997091774	0.01361592656
255	0.9970978586	0.01360167539
256	0.9971130044	0.0135661367
257	0.9971224977	0.01354381352
258	0.9971230856	0.01354242986
259	0.9971495162	0.01348007816
260	0.997167909	0.01343651755
261	0.9971856941	0.01339426156
262	0.99721471	0.01332503418
263	0.997217884	0.01331743986
264	0.9972355886	0.01327499801
265	0.9972479452	0.0132452959
266	0.9972673521	0.01319851178
267	0.9972836165	0.01315917511
268	0.997289715	0.01314439508
269	0.9972998749	0.01311973504
270	0.997311427	0.01309163954
271	0.9973339561	0.01303667293
272	0.9973638417	0.01296339829
273	0.9973751508	0.01293556215
274	0.9973777501	0.01292915553
275	0.9974005878	0.01287273122
276	0.9974053401	0.01286095861
277	0.9974180695	0.0128293721
278	0.9974365415	0.01278339683
279	0.9974578722	0.01273009994
280	0.997463111	0.01271697606
281	0.9974654387	0.0127111407
282	0.9974825224	0.01266822979
283	0.9975086217	0.01260239145
284	0.9975126456	0.01259221
285	0.9975248446	0.01256129333
286	0.9975286021	0.01255175509
287	0.997543897	0.01251285489
288	0.9975450837	0.01250983176
289	0.9975507882	0.01249528865
290	0.9975603652	0.01247083503
291	0.997565468	0.01245778593
292	0.9975789218	0.01242331598
293	0.9975945347	0.01238319393
294	0.9976062684	0.01235295467
295	0.9976217492	0.01231294539
296	0.9976301851	0.01229108831
297	0.9976555314	0.01222518205
298	0.9976670105	0.01219521668
299	0.9976982683	0.01211324418
300	0.9977228082	0.01204849845
301	0.9977322157	0.01202358539
302	0.9977378461	0.01200865041
303	0.9977556038	0.01196142394
304	0.9977609413	0.01194719249
305	0.9977652454	0.01193570419
306	0.9977692585	0.01192498252
307	0.9977730276	0.01191490376
308	0.9978069748	0.01182374183
309	0.9978247286	0.01177578462
310	0.9978310093	0.01175877186
311	0.9978556372	0.01169182356
312	0.9978791383	0.01162757904
313	0.9978928915	0.01158981697
314	0.9978980454	0.0115756341
315	0.9979028261	0.01156246265
316	0.9979098135	0.01154318468
317	0.9979208686	0.01151261786
318	0.9979410392	0.01145663717
319	0.9979500981	0.01143140623
320	0.9979567032	0.01141297462
321	0.9979663288	0.0113860606
322	0.9979786693	0.01135146227
323	0.9979877847	0.01132583806
324	0.9980015876	0.01128692604
325	0.9980261751	0.01121727683
326	0.9980368924	0.0111867819
327	0.9980550795	0.01113484182
328	0.9980584894	0.01112507645
329	0.998065092	0.01110614373
330	0.9980764941	0.01107337198
331	0.9980817005	0.01105837547
332	0.9981019389	0.01099988692
333	0.9981211733	0.01094401024
334	0.9981257392	0.01093070393
335	0.9981394602	0.01089062016
336	0.9981526015	0.01085209069
337	0.9981559961	0.0108421158
338	0.9981631528	0.01082105577
339	0.9981707466	0.0107986648
340	0.9981733371	0.01079101584
341	0.998187897	0.01074792335
342	0.9981950741	0.01072661784
343	0.998206543	0.01069248395
344	0.9982092091	0.0106845334
345	0.9982165735	0.01066254157
346	0.9982322024	0.0106157184
347	0.9982408713	0.01058965785
348	0.9982453105	0.01057628798
349	0.9982564971	0.01054252059
350	0.9982646493	0.01051784451
351	0.9982709468	0.01049874279
352	0.9982838733	0.01045942486
353	0.9982898656	0.01044114799
354	0.9982992115	0.0104125783
355	0.9983013719	0.0104059631
356	0.9983054	0.01039361727
357	0.9983060958	0.0103914833
358	0.9983081699	0.01038511944
359	0.9983159596	0.01036118378
360	0.9983306733	0.01031582089
361	0.9983352116	0.01030178879
362	0.9983476332	0.01026328425
363	0.998351458	0.0102513989
364	0.998356733	0.01023498444
365	0.9983661292	0.01020568076
366	0.9983732644	0.01018337194
367	0.9983773788	0.01017048564
368	0.9983793215	0.01016439547
369	0.9983857043	0.01014436051
370	0.9983973008	0.01010785801
371	0.9984023043	0.01009206767
372	0.9984100349	0.01006762232
373	0.9984154341	0.01005051403
374	0.9984188798	0.01003958052
375	0.9984282731	0.01000971397
376	0.9984321492	0.009997363689
377	0.9984366677	0.00998294728
378	0.9984504721	0.009938774182
379	0.9984587255	0.009912270005
380	0.9984607931	0.009905619211
381	0.9984643091	0.009894298857
382	0.9984676389	0.009883566283
383	0.9984790756	0.009846614495
384	0.99848644	0.009822746553
385	0.9984898745	0.009811595748
386	0.998493084	0.0098011638
387	0.9984949633	0.009795050135
388	0.9984966648	0.009789511787
389	0.998509407	0.009747935781
390	0.9985161085	0.009725998597
391	0.9985312653	0.009676199304
392	0.9985336977	0.009668183342
393	0.9985426378	0.009638664643
394	0.998553848	0.009601522179
395	0.9985554728	0.009596127031
396	0.9985651411	0.009563959453
397	0.9985815601	0.009509082102
398	0.9985907681	0.009478167136
399	0.998605348	0.009429008854
400	0.9986102973	0.009412263581
